Unnamed: 0,CrossingId,Group,Number,StructureType,CrossingName,Date,RoadName,Latitude,Longitude,Fish Spp,Barriers up/downstream?,Further Assesment Required?,Shape,Material,Diameter (m),Wet width (m),High Water mark (cm),Inlet depth (cm),Outlet depth (cm),Inlet El (m),Outlet El (m),Length (m),Slope (%),Outflow drop (cm),Outflow pool depth (cm),Plunge factor (1.5x),Condition,Notes,DFO Comments,Obstruction?,Sent_to_Reg_Review,Monitoring & Occurences Unit Update,Added to pick list?,Issue,Action Required,geometry,segment_id,dist_meters
71,FABEC43,FABEC,43,Culvert,Cranford's Brook,2019-11-24,T'Railway,48.4878,-54.24218,Trout,no,No,,,,,,,,,,,,,,,,,,No,,,NO,,,POINT (-54.24218 48.4878),02YL000-24807,225273.72739602
72,FABEC44,FABEC,44,Culvert,#44 No name,2019-11-24,T'Railway,48.45284,-54.21032,Trout,no,Yes,round,Corrugated Steel,0.73,0.7,67,31,39,2.32,2.24,6.25,-1.28,14,29,2.071428571,good,"Nearby culvert (33 meters north)drains overflow when water is high. Overflow drains along ditch on inlet side of railbed
*Outflow drop was measured 1.5m downstream fromoutlet. Outlet itself has a gravel mound higher than culvert bottom. Gravel is from railbed erosion
*Pool depth was measured 1.85m from culvert outlet. see photo",Gravel accumulation at outlet preventing a pool from forming.,Maybe,,,NO,,,POINT (-54.21032 48.45284),02YL000-24807,229273.048925118
73,FABEC45,FABEC,45,Culvert,#45 No names,2019-11-24,T'Railway,48.44329,-54.21452,Trout,no,No,,Granite,,,,,,,,,,,,,,Granite Culvert,,No,,,NO,,,POINT (-54.21452 48.44329),02YL000-24807,229550.073666438
74,FABEC46,FABEC,46,Culvert,#46 Big Brook,2019-11-24,"Spracklins Road, off 301 leads to gravel pit",48.51634,-54.06605,"Trout,Salmon",no,No,,,,,,,,,,,,,,,,,,No,,,NO,,,POINT (-54.06605 48.51634),02YL000-24807,235115.814822811
75,FABEC47,FABEC,47,Culvert,#47 Big Brook,2019-11-24,"Spracklins Road, off 301",48.518,-54.06532,Trout,no,Yes,round,Corrugated Steel,0.91,0.88,74,55,39,2.05,2.02,5.5,-0.545454545,0,34,,good,Two brooks merge just below the outlet of No. 47 folder No. 46 refers to the other brook,,No,,,NO,,,POINT (-54.06532 48.518),02YL000-24807,235076.920063748
76,FABEC48,FABEC,48,Culvert,Pitts Brook,2019-12-01,A.N.D. company Resource Road,48.50237,-54.23072,"Trout,Salmon",no,Yes,round,Corrugated Steel,2.5,1.74,232,56,45,1.18,1.07,18.5,-0.594594595,0,85,,excellent,,,No,,,NO,,,POINT (-54.23072 48.50237),02YL000-24807,225201.031267958
77,FABEC49,FABEC,49,Culvert,#49 No name,2019-11-24,A.N.D. company Resource Road,48.47569,-54.30651,Trout,no,Yes,round,Corrugated Steel,0.77,0.58,74,22,14,1.82,1.88,5.8,1.034482759,0,18,,good,,Slope could be a velocity barrier.,Maybe,,,NO,,,POINT (-54.30651 48.47569),02YL000-24807,221861.517397831
78,FABEC50,FABEC,50,Culvert,Green Feeders Brook,2019-11-24,A.N.D. company Resource Road,48.461608,-54.336194,Trout,no,No,,,,,,,,,,,,,,,,It is rereported that salmon once inhabited this brook but not since the dam at the bottom of Terra Nova Lake disappeared,,No,,,NO,,,POINT (-54.336194 48.461608),02YL000-24807,220798.643833317
79,FABEC51,FABEC,51,Culvert,#51 Big Brook,2019-12-01,Spracklins Road off Rte 301,48.52053,-54.06479,"Trout,Salmon",no,Yes,round,Concrete,0.79,0.76,71,58,33,1.46,1.42,6.4,-0.63,0,38,,good,"Concrete culverts look in reasonable condition, steel culvert is in good condition. 3 culverts (two concrete, 1 newer steel)",,No,,,NO,,,POINT (-54.06479 48.52053),02YL000-24807,234979.870012461
80,FABEC52,FABEC,52,Culvert,#52 Big Brook,2019-12-01,Spracklins Road off Rte 301,48.52321,-54.05975,"Trout,Salmon",no,Yes,round,Corrugated Steel,0.93,0.83,92,42,24,1.255,1.145,6.15,-1.79,0,38,,good,,"1.8% negative slope, photos show high water velocity.",Maybe,,,NO,,,POINT (-54.05975 48.52321),02YL000-24807,235170.138379938
81,FABEC53,FABEC,53,Culvert,#53 No name,2019-12-01,Spracklins Road off Rte 301,48.54094,-54.05811,"Trout,Salmon",no,Yes,round,Corrugated Steel,0.62,0.61,62,24,27.5,1.02,1.1,4.48,1.79,0,32.5,,good,,Slope likely a velocity barrier.,Yes,2020-07-13,,NO,,,POINT (-54.05811 48.54094),02YL000-24807,234365.683332311
82,FABEC54,FABEC,54,Culvert,#54 No name,2019-12-01,Spracklins Road off Rte 301,48.59387,-54.02475,"Trout,Salmon",no,Yes,round,Corrugated Steel,,,,,,,,,,,,,very poor,Very poor condition. Rusty and bent out of shape. Needs to be replaced,Culvert is failing,Maybe,,,NO,,,POINT (-54.02475 48.59387),02YL000-24807,233936.200767835
83,FABEC55,FABEC,55,Barrier,#55 No name,2019-12-01,Spracklins Road off Rte 301,48.57288,-54.04457,Trout,no,,,,,,,,,,,,,,,,,Partial barrier. Brook is steep around culvert. Culvert is used to hold up steel grated bridge. Unable to safely take measurements. New culvert needs to be installed,Failed culvert,Yes,2020-07-13,,NO,,,POINT (-54.04457 48.57288),02YL000-24807,233650.805055024
84,FABEC56,FABEC,56,Barrier,#56 No name,2019-12-01,Spracklins Road off Rte 301,48.58509,-54.03254,Trout,no,,,,,,,,,,,,,,,,,Rotten wooden bridge is not passable. Is likely to become a partial barrierwhen it collapses into brook. Currently ATVs are travelling through brook,Not currently a barrier hough could be if bridge collapses into brook - should be monitored.,No,,,NO,,,POINT (-54.03254 48.58509),02YL000-24807,233846.254572186
85,FABEC57,FABEC,57,Barrier,#57 No name,2019-12-01,Spracklins Road off Rte 301,48.57906,-54.04224,Trout,no,,,,,,,,,,,,,,,,,Potential partial barrier. This wooden bridge is in poor shape. Newer top was built over partially collapsed under-structure. Not a barrier at present but is likley to become one if not replaced.,Not currently a barrier hough could be if bridge collapses into brook - should be monitored.,No,,,NO,,,POINT (-54.04224 48.57906),02YL000-24807,233499.638972727
86,GBIBC1,GBIBC,1,Culvert,Gut Brook Culvert 01,2019-09-11,Bowater's,49.25036667,-54.54048333,Trout,Downstream beaver dam,Yes,round,CSP,1.17,,,70,30,,,12.13,0,,60,,good,"3"" x 3"" Grate at culvert inlet blocking fish passage, and beaver dam downstream.","3"" GRATE MAY PASS TROUT BUT NO VISUAL ON GRATING IN PHOTOS....(CHECK)",Yes,2020-07-13,,YES,"Missing wetted width, high water mark, inlet & outlet elevations","Culvert requires further assessment, BEAVER GRATE NOT VISIBLE?",POINT (-54.54048333 49.25036667),02YL000-24807,175421.334553766
87,GBIBC2,GBIBC,2,Beaver Dam,Gut Brook Beaver Dam 01,2019-09-11,Bowater's,49.25036667,-54.54048333,"Trout,Parr",,No,,,,,,,,10,9.5,50,-1,,,,,Grate and beaver dam blocking trout and salmon from going up the stream,YES- SAME BARRIER AS ABOVE- GUT BROOK CULVERT 01,,,,NO,,,POINT (-54.54048333 49.25036667),02YL000-24807,175421.334553766
88,GBIBC3,GBIBC,3,Bridge,Bellmen's Brook 01,2019-09-26,Bowater's,49.18603333,-54.54453333,"Trout,Salmon",,No,,,,,,,,,,,,,,,,"No fish seen, but salmon and trout goes in the brook, no reds seen. Bridge has a go top might need to be reviewed down the road. The old bridge is starting to give out. Main Salmon Brook.",,No,,,NO,,,POINT (-54.54453333 49.18603333),02YL000-24807,176396.380628606
89,GBIBC4,GBIBC,4,Culvert,Rocky Pond Watershed 01,2019-09-26,Bowater's,49.2274,-54.53676667,Trout,,No,,,,,,,,,,,,,,,poor,Backwatered. Lots of small trout and salmon par goes up to rocky pond,,No,,,NO,,,POINT (-54.53676667 49.2274),02YL000-24807,176107.150061975
90,GBIBC5,GBIBC,5,Culvert,First Point Brook Culvert 01,2010-09-27,Forestry,49.25485,-54.60648333,Trout,,Yes,,,,,,,,,,,,,,,,"A lot of small trout, water levels a little higher in this brook, culvert just bend on top","Culvert is not backwatered, requires further assessment.",Incomplete,,,YES,Culvert is not backwatered,Culvert requires further assessment (Section B),POINT (-54.60648333 49.25485),02YL000-24807,170597.937338085
91,GBIBC6,GBIBC,6,Culvert,Darko Brook Culvert 01,2019-09-27,Bowater's,49.27595,-54.50948333,Trout,,No,,,,,,,,,,,,,,,,"No fish to be seen, water level's low, Trout goes in the culvert, two culverts assessed the one with the most water running in the culvert",Missing photos,Incomplete,,,YES,Missing photos (photos mailed were for Dark Hole Brook 01),Clarify if photos sent match Darko Brook or Dark Hole Brook.,POINT (-54.50948333 49.27595),02YL000-24807,177230.582711735
92,GBIBC7,GBIBC,7,Culvert,Gut Brook Culvert02,2019-09-23,Bowater's,49.25795,-54.54078333,,Yes,Yes,round,CSP,8.5,3.8,3.9,,8.5,,3.9,12.065,,,30,,poor,"Culvert both upstream and downstream blocked with rotten wood, alders, mud, etc.; bottom rusted; Inlet elevation not completed due to high water levels. Outlet of culvert rusted out, needs replacement",,Yes,2020-07-13,,YES,Missing fish species & inlet el.,Provide info on likely fish species & measure inlet elevation,POINT (-54.54078333 49.25795),02YL000-24807,175269.31927594
93,GBIBC8,GBIBC,8,Culvert,Gut Brook Culvert 03,2019-09-23,Bowater's,49.2585,-54.53333333,,,Yes,round,CSP,1.76,1.66,7.7,60,40.6,1.15,,15.452,,,9.6,,fair,"Inlet bottom of culvert rusted out. Unable to assess culvert outlet due to high water level, due to existing beaver dam.",DFO Note: Culvert is backwatered.,No,,,YES,Missing fish species,Provide info on likely fish species,POINT (-54.53333333 49.2585),02YL000-24807,175796.027948729
94,GBIBC9,GBIBC,9,Culvert,Gut Brook Culvert 04,2019-10-01,Bowater's,49.25078333,-54.5407,"Trout,Parr",,Yes,round,plastic,0.63,,,,,,0.165,,,37.5,51,,good,"Trout seen and parr; two culverts, plastic one we done assessment on, a old cement at the same place. First trip blocked upstrea however second trip blockage was gone and therefore could do assessment.  Can't do assessment because of beaver got culvert blocked, small amount of water flowing in culvert. No water therefore cannot do water depth or wetted width in culvert. Could not use laser equipment because culvert blocked on inside. Picture shows.",DFO Note: Full barrier,Yes,2020-07-13,,NO,,,POINT (-54.5407 49.25078333),02YL000-24807,175398.486097102
95,GBIBC10,GBIBC,10,Culvert,Dark Hole Brook 01,2019-10-07,Bowater's,49.23783333,-54.37195,Trout,no,Yes,round,plastic,0.6,0.255,0.2,8,3,0.425,0.49,9.2,0.706521739,11.5,33,,good,Known for trout running from Brook to Dark Hole Pond. Double culvert assessed right culvert from inlet.,SLOPE MAY RESULT IN VELOCITY BARRIER,Maybe,,,NO,,,POINT (-54.37195 49.23783333),02YL000-24807,187759.987369058
96,GBIBC11,GBIBC,11,Culvert,Fossy Pond 01,2019-11-18,Forsey Rd,49.22846667,-54.64478333,Trout,no,Yes,round,CSP,1.35,1,100,22.5,23,0.58,0.87,9.28,3.125,0,43,,good,"Trout goes in brook, no trout to be seen",SLOPE LIKELY TO RESULT IN VELOCITY BARRIER,Yes,2020-07-13,,NO,,,POINT (-54.64478333 49.22846667),02YL000-24807,168338.75034457
97,GBIBC12,GBIBC,12,Culvert,Burnt Lake Culvert 1,2019-11-20,Burnt Lake Access rd,49.3072,-54.65865,Trout,no,Yes,round,CSP,2,1.72,New no water mark,21.5,20,0.85,0.88,11.368,0.263898663,0,29,,good,Trout in brook none to see,"Coordinates unclear on assessment sheet, need to be verified.",No,,,YES,Coordinates unclear on sheet (blurry),Provide updated coordinates,POINT (-54.65865 49.3072),02YL000-24807,166013.823149445
99,GBIBC14,GBIBC,14,Culvert,Burnt Lake Culvert 3,2019-11-20,Burnt Lake Access rd,49.27716667,-54.6522,Trout,no,Yes,round,CSP,1.35,1.44,43,11,36,0.68,0.66,12.142,-0.164717509,0,36,,good,,,No,,,YES,Outlet photo doesn't show full pipe,Update outlet photo,POINT (-54.6522 49.27716667),02YL000-24807,166932.785559452
100,GBIBC15,GBIBC,15,Culvert,Burnt Lake Culvert 4,2019-11-20,Burnt Lake Access rd,49.2713,-54.65726667,Trout,no,No,round,CSP,1.72,1.83,33,17.5,32,0.74,0.85,12.28,0.895765472,0,30.5,,good,, 0.9% SLOPE BUT CULVERT SEEMS BACKWATERED (ASSESSMENT IN LATE NOVEMBER SO LEVELS MAY JUST BE HIGH...,Maybe,,,NO,,,POINT (-54.65726667 49.2713),02YL000-24807,166664.499785422
101,Glenwood FN1,Glenwood FN,1,Culvert,Dan Brians Culvert 1,2019-10-07,Glen Eagles,48.95849,-54.85115,Trout,no,No,,,,,,,,,,,,,,,,Centre of culvert partially collapsed. Backwatered.,,No,,,NO,,,POINT (-54.85115 48.95849),02YL000-24807,161995.546582637
102,Glenwood FN2,Glenwood FN,2,Log Jam,Dan Brians Log Jam 1,2019-10-07,Glen Eagles,48.95877,-54.85009,Trout,no,Yes,,,,,,,,,,,,,,,,Pine log across stream. Approx 200 ft from Dan Brians culvert 1.,Natural obstruction - may wash out. Water flowing freely underneath- no likely barrier at this point,Maybe,,,NO,,,POINT (-54.85009 48.95877),02YL000-24807,162056.385252172
103,Glenwood FN3,Glenwood FN,3,Culvert,Carless Cove Culvert 1,2019-10-07,16 Road,48.97015,-54.89116,Trout,Yes,Yes,round,CSP,1.57,0.81,137,7.62,8.89,0.575,0.61,9.45,0.37,5.08,25.4,5,good,"Only 2 out of 4 culverts currently in use, other 2 are for overflow. Good flow through both culverts (one with most flow assessed). There is a natural barrier upstream 0.5km report filled.",,No,,,YES,Outlet high water mark inaccurate - based on photos should be approx 0.4m,Check & retake measurement,POINT (-54.89116 48.97015),02YL000-24807,158794.93595717
104,Glenwood FN4,Glenwood FN,4,Log Jam,Carless Cove Log Jam 1,2019-10-08,16 Road,48.97028,-54.89207,Trout,no,No,,,,,,,,,,,,,,,,"Obstruction approx 300 ft from roadway. Made of logs and beaver wood.
substantial debris pile but not blockage",,No,,,NO,,,POINT (-54.89207 48.97028),02YL000-24807,158727.635731669
105,Glenwood FN5,Glenwood FN,5,Culvert,16 Branch Culvert 1,2019-10-08,Branch of Bowaters,48.93851,-54.94619,Trout,no,No,,,,,,,,,,,,,,,,Brook is located on branch road between 16 and Bowaters access road.,DFO NOTE: Backwatered,No,,,NO,,,POINT (-54.94619 48.93851),02YL000-24807,156396.831466592
106,Glenwood FN6,Glenwood FN,6,Culvert,16 Branch Culvert 2,2019-10-08,16 Road,48.92174,-54.91804,Trout,no,,,,,,,,,,,,,,,,,Wooden culvert is partially collapsed - more details required.,Partial barrier,Maybe,,,YES,"More details required - Hard to tell by the photos where exactly this is in the stream…is it to the far right of the channel on photo 16 b2? If there is still flow through the old structure, a culvert assessment checklist can be filled out and resubmitted to replace this one. It looks as though there may be a natural bottom?",add'l data required- provide answers to questions,POINT (-54.91804 48.92174),02YL000-24807,159028.176389178
107,Glenwood FN7,Glenwood FN,7,Beaver Dam,Mill Brook Beaver dam 1,2019-10-08,Bowaters,48.97928,-54.91259,Trout,no,Yes,,,,,,,,,,,,,,,,"Beaver house down below dam, approx 20m.",,Yes,,,NO,,,POINT (-54.91259 48.97928),02YL000-24807,156964.462684031
108,Glenwood FN8,Glenwood FN,8,Log Jam,Clarks Log Jam 1,2019-10-10,Bowaters,48.80522,-55.05494,"Trout,Salmon",Yes,,,,,,,,,,,,,,,,,Several additional barriers upstream (log jams due to blowdowns),,No,,,NO,,,POINT (-55.05494 48.80522),02YL000-24807,155765.088444493
109,Glenwood FN9,Glenwood FN,9,Log Jam,Clarks Log Jam 2,2019-10-10,Bowaters,48.80704,-55.05637,"Trout,Salmon",Yes,,,,,,,,,,,,,,,,,,,No,,,NO,,,POINT (-55.05637 48.80704),02YL000-24807,155574.76218339
110,Glenwood FN10,Glenwood FN,10,Log Jam,Clarks Log Jam 3,2019-10-10,Bowaters,48.80745,-55.05688,"Trout,Salmon",Yes,,,,,,,,,,,,,,,,,Multiple minor obstructions,,No,,,NO,,,POINT (-55.05688 48.80745),02YL000-24807,155519.849734647
111,Glenwood FN11,Glenwood FN,11,Log Jam,Clarks Log Jam 4,2019-10-10,Bowaters,48.80619,-55.06292,"Trout,Salmon",Yes,Yes,,,,,,,,,,,,,,,,Major blockage. Several trout are stuck in pool between jog jams/uprooted trees (video sent to accompany photos),Natural barrier - should be assessed in 2020,Maybe,,,NO,,,POINT (-55.06292 48.80619),02YL000-24807,155200.927291027
112,Glenwood FN12,Glenwood FN,12,Log Jam,Clarks Log Jam 5,2019-10-10,Bowaters,48.8055,-55.06509,"Trout,Salmon",Yes,Yes,,,,,,,,,,,,,,,,This is the last barrier West of Clarke's Brook bridge.,"Natural barrier - should be assessed in 2020
RVI- this is the only one of the 5 Clarkes Brook jams that i would have potential concern with",Maybe,,,NO,,,POINT (-55.06509 48.8055),02YL000-24807,155099.432748148
113,Glenwood FN13,Glenwood FN,13,Culvert,Joan Culvert 01,2019-10-11,Bowaters,48.8837,-55.00688,Trout,no,Yes,,,,,,,,,,,,,,,poor,Culvert is completedly blocked by beaver activity & grate.,Requested this assessment to be re-submitted using a Culvert Assessment Checklist,Yes,2020-07-13,,YES,"As this is a blocked culvert, suggest re-submitting this assessment using a Culvert Assessment Checklist",Re-submit using culvert assessment form - no new photos required.,POINT (-55.00688 48.8837),02YL000-24807,154867.41964826
114,Glenwood FN14,Glenwood FN,14,Culvert,Red Rock 1,2019-10-11,Bowaters,48.83029,-55.0516,Trout,no,Yes,,,,,,,,,,,,,,,,Dam is partially artificial for ducks. Dowmstream culvert is in very poor condition.,,Yes,2020-07-13,,NO,,,POINT (-55.0516 48.83029),02YL000-24807,154640.800706423
115,Glenwood FN15,Glenwood FN,15,Culvert,Red Rock 2,2019-10-11,Bowaters,48.83726,-55.05601,Trout,no,Yes,,,,,,,,,,,,,,,poor,Road is completely washed out from previous flood. West end of culvert is completely plugged with boulders. DFO: requested this assessment to be re-submitted using a Culvert Assessment Checklist,,Yes,2020-07-13,,YES,"As this is a culvert site, suggest re-submitting this assessment using a Culvert Assessment Checklist",Re-submit using culvert assessment form - no new photos required.,POINT (-55.05601 48.83726),02YL000-24807,153989.798410165
116,Glenwood FN16,Glenwood FN,16,Culvert,Northwest Culvert 1,2019-10-16,Bowaters,48.75586,-55.09838,Trout,no,Yes,round,CSP,0.7,0.6,13,15,4,Damaged,0.315,10.74,,33,52,1.575757576,poor,"Culvert outlet is perched. Culvert inlet has damage and bottom is bent, unable to take inlet elevation level.",Perched and in very poor condition,Maybe,,,YES,0.6m for wetted width does not match photos provided.,"check wetted width measurement, and confirm if inlet elevation measurement can be taken.",POINT (-55.09838 48.75586),02YL000-24807,155782.367047565
117,Glenwood FN17,Glenwood FN,17,Culvert,Northwest Culvert 2,2019-10-16,Bowaters,48.73641,-55.11009,Trout,no,Yes,,,,,,,,,,,,,,,,,"Not backwatered. Complete Section 2 and resubmit. Photo upstream shows potential rock barrier, photo downstream shows potential debris barrier, both not mentioned.",Incomplete,,,YES,Culvert is not backwatered.,"Complete Section 2 and resubmit. Photo upstream shows potential rock barrier, photo downstream shows potential debris barrier - add details in Notes",POINT (-55.11009 48.73641),02YL000-24807,156194.388901788
118,Glenwood FN18,Glenwood FN,18,Culvert,Northwest Culvert 3,2019-10-16,Bowaters,48.71687,-55.13254,Trout,no,Yes,round,CSP,2,1.15,151,16,12,0.85,0.55,7.966,-3.77,60,20,0.333333333,fair,Culvert is perched at outlet. Outlet side distorted on bottom,60cm outflow drop,Yes,2020-07-13,,NO,,,POINT (-55.13254 48.71687),02YL000-24807,155983.759004429
119,Glenwood FN19,Glenwood FN,19,Culvert,Northwest Culvert 4,2019-10-16,Bowaters,48.72339,-55.12508,Trout,no,Yes,round,CSP,0.58,0.31,42,7.5,3.2,0.26,Could not obtain,9.146,6.34,15,13,0.866666667,good,Slope of culvert too excessive to acquire reading. Very high water flow.,"Entered culvert diameter in elevation change of slope calculation to approximate a minimum slope. >6% slope likely a barrier to fish passage, and culvert has an outflow drop.
very small culvert- more like drainage culvert.",Yes,,,NO,,,POINT (-55.12508 48.72339),02YL000-24807,156047.005881424
120,Glenwood FN20,Glenwood FN,20,Culvert,Northwest Culvert 5,2019-10-16,Bowaters,48.72939,-55.11831,Trout,no,No,,,,,,,,,,,,,,,,,"Appears backwatered, but difficult to confirm by inlet/oulet photos as they don't show flow through culvert",No,,,NO,,,POINT (-55.11831 48.72939),02YL000-24807,156103.847878105
121,Glenwood FN21,Glenwood FN,21,Culvert,Larson Culvert 1,2019-10-17,Bowaters,48.73988,-55.10393,Trout,no,No,,,,,,,,,,,,,,,,Culvert is not entirely circular (has a natural bottom),,No,,,NO,,,POINT (-55.10393 48.73988),02YL000-24807,156371.94296665
122,Glenwood FN22,Glenwood FN,22,Culvert,Larson Culvert 2,2019-10-17,Bowaters,48.7126,-55.10011,Trout,Yes,No,,,,,,,,,,,,,,,," Culvert is backwatered, and in good condition. Details on upstream barrier given in Physical Barrier Assessment, Larsen Barrier 1",,No,,,NO,,,POINT (-55.10011 48.7126),02YL000-24807,158241.122396184
123,Glenwood FN23,Glenwood FN,23,Beaver Dam,Larson Barrier 1,2019-10-17,Bowaters,48.71259,-55.10014,Trout,,,,,,,,,,,,,,,,,,Partial barrier. Water is bypassing barrier on north side.,,Yes,,,NO,,,POINT (-55.10014 48.71259),02YL000-24807,158239.876563866
124,Glenwood FN24,Glenwood FN,24,Beaver Dam,Larson Barrier 2,2019-10-17,Bowaters,48.71259,-55.10016,Trout,no,,,,,,,,,,,,,,,,,Definitely a trout running brook. Full barrier.,,Yes,,,NO,,,POINT (-55.10016 48.71259),02YL000-24807,158238.64233932
125,Glenwood FN25,Glenwood FN,25,Culvert,Larson Culvert 3,2019-10-17,Bowaters,48.7088,-55.09129,Trout,no,No,,,,,,,,,,,,,,,,Double culvert. Backwatered. Future potential barrier developing downstream due to recent beaver activity,,No,,,NO,,,POINT (-55.09129 48.7088),02YL000-24807,159015.53555668
126,Glenwood FN26,Glenwood FN,26,Culvert,Larson Culvert 4,2019-10-17,Bowaters,48.69748,-55.09152,Trout,no,Yes,,,,,,,,,,,,,,,,Trout observed in areas inlet and outlet.,Check if backwatered - requires full assesment as there is visible flow in culvert.,Incomplete,,,YES,"Culvert is likely not backwatered, as there is visible flow.",Complete Section 2 and resubmit assessment.,POINT (-55.09152 48.69748),02YL000-24807,159690.449114057
127,Glenwood FN27,Glenwood FN,27,Culvert,Joe Batts Culvert 1,2019-10-18,TCH,48.95894,-54.76232,Trout,no,No,,,,,,,,,,,,,,,,Concrete culvert.,,No,,,NO,,,POINT (-54.76232 48.95894),02YL000-24807,168046.384982157
